Image 1,Image 2,Traction 1,Traction 2,Traction 3,Traction 4
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_0.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_0.jpg,13.356348037719727,13.314070701599121,12.709188461303711,12.697904586791992
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_1.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_1.jpg,12.998435974121094,12.961170196533203,12.483612060546875,12.48138427734375
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_2.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_2.jpg,12.998435974121094,12.961170196533203,12.483612060546875,12.48138427734375
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_3.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_3.jpg,12.260839462280273,12.23299503326416,12.217521667480469,12.231009483337402
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_4.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_4.jpg,12.647336959838867,12.612083435058594,12.267684936523438,12.269762992858887
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_5.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_5.jpg,12.856499671936035,12.818549156188965,12.383519172668457,12.380148887634277
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_6.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_6.jpg,11.869475364685059,11.845024108886719,11.96211051940918,11.981432914733887
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_7.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_7.jpg,12.4395751953125,12.407560348510742,12.187692642211914,12.193523406982422
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_8.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_8.jpg,12.4395751953125,12.407560348510742,12.187692642211914,12.193523406982422
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_9.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_9.jpg,11.797693252563477,11.775100708007812,11.211410522460938,11.231133460998535
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_10.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_10.jpg,12.05948257446289,12.034478187561035,11.666253089904785,11.683140754699707
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_11.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_11.jpg,10.88044261932373,10.873884201049805,10.871269226074219,10.916796684265137
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_12.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_12.jpg,10.653264045715332,10.649458885192871,10.58898639678955,10.639982223510742
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_13.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_13.jpg,10.653264045715332,10.649458885192871,10.58898639678955,10.639982223510742
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_14.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_14.jpg,11.666653633117676,11.642699241638184,12.049278259277344,12.071738243103027
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_15.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_15.jpg,11.766023635864258,11.739601135253906,12.293745040893555,12.31362247467041
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_16.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_16.jpg,11.111949920654297,11.099404335021973,11.420937538146973,11.461153984069824
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_17.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_17.jpg,10.737405776977539,10.729071617126465,11.152899742126465,11.199417114257812
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_18.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_18.jpg,10.737405776977539,10.729071617126465,11.152899742126465,11.199417114257812
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_19.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_19.jpg,12.471943855285645,12.430318832397461,13.300168991088867,13.296330451965332
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_20.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_20.jpg,12.583876609802246,12.542223930358887,13.10124397277832,13.096650123596191
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_21.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_21.jpg,13.142287254333496,13.095423698425293,13.30426025390625,13.288037300109863
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_22.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_22.jpg,13.63640308380127,13.587903022766113,13.066889762878418,13.044922828674316
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_23.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_23.jpg,13.038491249084473,12.99937915802002,12.73921012878418,12.732778549194336
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_24.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_24.jpg,13.038491249084473,12.99937915802002,12.73921012878418,12.732778549194336
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_25.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_25.jpg,12.37459659576416,12.351481437683105,11.786181449890137,11.806076049804688
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_26.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_26.jpg,12.693100929260254,12.66302490234375,12.449018478393555,12.46117115020752
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_27.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_27.jpg,11.722610473632812,11.700244903564453,11.017624855041504,11.041717529296875
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_28.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_28.jpg,10.814249992370605,10.804496765136719,10.052563667297363,10.095785140991211
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_29.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_29.jpg,10.814249992370605,10.804496765136719,10.052563667297363,10.095785140991211
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_30.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_30.jpg,11.098926544189453,11.097588539123535,9.652376174926758,9.70598316192627
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_31.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_31.jpg,10.72905158996582,10.726456642150879,10.110310554504395,10.165144920349121
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_32.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_32.jpg,11.138959884643555,11.126185417175293,10.585593223571777,10.624653816223145
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_33.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_33.jpg,11.616744041442871,11.59241008758545,10.877203941345215,10.89703369140625
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_34.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_34.jpg,11.277705192565918,11.258451461791992,10.683797836303711,10.712126731872559
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_35.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_35.jpg,11.235804557800293,11.216898918151855,11.216696739196777,11.24921703338623
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_36.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_36.jpg,11.235804557800293,11.216898918151855,11.216696739196777,11.24921703338623
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_37.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_37.jpg,11.197066307067871,11.18638801574707,11.319250106811523,11.363116264343262
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_38.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_38.jpg,10.367697715759277,10.364214897155762,11.047395706176758,11.104844093322754
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_39.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_39.jpg,9.936132431030273,9.933618545532227,10.532073020935059,10.59034538269043
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_40.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_40.jpg,8.982223510742188,8.995651245117188,9.707974433898926,9.791702270507812
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_41.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_41.jpg,8.982223510742188,8.995651245117188,9.707974433898926,9.791702270507812
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_42.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_42.jpg,9.978520393371582,9.979277610778809,10.250965118408203,10.313117980957031
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_43.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_43.jpg,10.21994400024414,10.21595573425293,10.845109939575195,10.899604797363281
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_44.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_44.jpg,8.557806015014648,8.576282501220703,10.087711334228516,10.179333686828613
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_45.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_45.jpg,8.39668083190918,8.414419174194336,9.721541404724121,9.811586380004883
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_46.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_46.jpg,10.3225679397583,10.322394371032715,10.165336608886719,10.22401237487793
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_47.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_47.jpg,10.3225679397583,10.322394371032715,10.165336608886719,10.22401237487793
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_48.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_48.jpg,9.874961853027344,9.877005577087402,10.515047073364258,10.5800142288208
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_49.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_49.jpg,9.77728271484375,9.785240173339844,9.877594947814941,9.948041915893555
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_50.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_50.jpg,8.298715591430664,8.320219039916992,10.132671356201172,10.230123519897461
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_51.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_51.jpg,7.963694095611572,7.987870216369629,9.778642654418945,9.879759788513184
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_52.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_52.jpg,9.649800300598145,9.662504196166992,9.462056159973145,9.53821086883545
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_53.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_53.jpg,9.649800300598145,9.662504196166992,9.462056159973145,9.53821086883545
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_54.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_54.jpg,10.265974998474121,10.264687538146973,10.972569465637207,11.031524658203125
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_55.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_55.jpg,11.236040115356445,11.224721908569336,11.437936782836914,11.480162620544434
/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/single_rgb_data/single_rgb_data_56.jpg,/home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data//home/raphaell/catkin_ws_ROSI/src/rosi_defy/script/rgb_data/rgb_data_56.jpg,10.244630813598633,10.244503021240234,11.22110652923584,11.283952713012695
